"sample" "reference" "size" "megan.taxonomy" "OTU" "exclude.itsx" "exclude.lc" "exclude.lichen" "exclude.smallotus" "ref.otu" "size.otu" "hit.otu" "kingdom" "evk" "division" "evd" "class" "evc" "order" "evo" "family" "evf" "genus" "evg" "species" "evs"
"ITA87PB02D25PF" "A622" "ITA87PB02D25PF" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DX19L" "A622" "ITA87PB02DX19L" "1" " Ascomycota" "29" "0" "0" "0" "0" "ITA87PB02DIBI0" " 520" "AM999707" "Fungi" "-218.052436653874" "Ascomycota" "-218.052436653874" "Dothideomycetes" "-210.451534194332" "Botryosphaeriales" "-210.451534194332" "unidentified" "-218.052436653874" "unidentified" "-218.052436653874" "Ascomycota" "-218.052436653874"
"ITA87PB02D7WK3" "A622" "ITA87PB02D7WK3" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DBC2N" "A622" "ITA87PB02DBC2N" "1" " Pertusaria hemisphaerica" "713" "0" "0" "0" "1" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02EQ1R2" "A622" "ITA87PB02EQ1R2" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DDJIJ" "A622" "ITA87PB02DDJIJ" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02ELU4A" "A622" "ITA87PB02ELU4A" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02C0NZG" "A622" "ITA87PB02C0NZG" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02EFF8W" "A622" "ITA87PB02EFF8W" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DI9JS" "A622" "ITA87PB02DI9JS" "1" " Batcheloromyces leucadendri" "714" "0" "0" "0" "1" "ITA87PB02DI9JS" "   1" "JN232414" "Fungi" "-69.0775527898214" "Ascomycota" "-69.0775527898214" "Dothideomycetes" "-69.0775527898214" "Capnodiales" "-69.0775527898214" "Teratosphaeriaceae" "-69.0775527898214" "Teratosphaeria" "-69.0775527898214" "Teratosphaeria" "-69.0775527898214"
"ITA87PB02D4RL8" "A622" "ITA87PB02D4RL8" "1" " Ascomycota sp. AR-2010" "10" "0" "0" "0" "0" "ITA87PB02D8COF" "5247" "KF309963" "Fungi" "-166.009270246886" "Ascomycota" "-166.009270246886" "Dothideomycetes" "-166.009270246886" "Capnodiales" "-135.159373306089" "Mycosphaerellaceae" "-135.159373306089" "Penidiella" "-108.444642922034" "Dothideomycetes" "-166.009270246886"
"ITA87PB02C3W82" "A622" "ITA87PB02C3W82" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DNGVC" "A622" "ITA87PB02DNGVC" "1" " Pertusaria hemisphaerica" "717" "0" "0" "0" "0" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02C8334" "A622" "ITA87PB02C8334" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02ELV6E" "A622" "ITA87PB02ELV6E" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02EVUF0" "A622" "ITA87PB02EVUF0" "1" " Mycosphaerella sp. L357" "726" "0" "0" "0" "0" "ITA87PB02DFU9P" "   7" "KF878318" "Fungi" "-54.5688950512972" "Ascomycota" "-54.5688950512972" "Dothideomycetes" "-54.5688950512972" "Capnodiales" "-54.5688950512972" "Teratosphaeriaceae" "-54.5688950512972" "Teratosphaeria" "-54.5688950512972" "Pseudoteratosphaeria" "-54.5688950512972"
"ITA87PB02EURTZ" "A622" "ITA87PB02EURTZ" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02CYPQW" "A622" "ITA87PB02CYPQW" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DW1B4" "A622" "ITA87PB02DW1B4" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02C1AX8" "A622" "ITA87PB02C1AX8" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DPP0U" "A622" "ITA87PB02DPP0U" "1" " Batcheloromyces leucadendri" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DJ9PQ" "A622" "ITA87PB02DJ9PQ" "1" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02EKHST" "A622" "ITA87PB02EKHST" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02C6I79" "A622" "ITA87PB02C6I79" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02EUGSV" "A622" "ITA87PB02EUGSV" "1" " Batcheloromyces leucadendri" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DVGX4" "A622" "ITA87PB02DVGX4" "1" " Mycosphaerella sp. L357" "719" "0" "0" "0" "1" "ITA87PB02DVGX4" "   1" "KF878318" "Fungi" "-57.5646273248511" "Ascomycota" "-57.5646273248511" "Dothideomycetes" "-57.5646273248511" "Capnodiales" "-57.5646273248511" "Teratosphaeriaceae" "-57.5646273248511" "Teratosphaeria" "-57.5646273248511" "Pseudoteratosphaeria" "-57.5646273248511"
"ITA87PB02DGGCM" "A622" "ITA87PB02DGGCM" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02EU0PH" "A622" "ITA87PB02EU0PH" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02C5JOS" "A622" "ITA87PB02C5JOS" "1" " Mycosphaerella sp. L357" "726" "0" "0" "0" "0" "ITA87PB02DFU9P" "   7" "KF878318" "Fungi" "-54.5688950512972" "Ascomycota" "-54.5688950512972" "Dothideomycetes" "-54.5688950512972" "Capnodiales" "-54.5688950512972" "Teratosphaeriaceae" "-54.5688950512972" "Teratosphaeria" "-54.5688950512972" "Pseudoteratosphaeria" "-54.5688950512972"
"ITA87PB02D74FA" "A622" "ITA87PB02D74FA" "1" " Batcheloromyces leucadendri" "720" "0" "0" "0" "1" "ITA87PB02D74FA" "   1" "KC966025" "Fungi" "-72.5841106871413" "Ascomycota" "-62.2751580264971" "Dothideomycetes" "-62.2751580264971" "Capnodiales" "-62.2751580264971" "Teratosphaeriaceae" "-62.2751580264971" "Teratosphaeria" "-62.2751580264971" "Pseudoteratosphaeria" "-62.2751580264971"
"ITA87PB02DYYOZ" "A622" "ITA87PB02DYYOZ" "1" " Mycosphaerella sp. L357" "721" "0" "0" "0" "1" "ITA87PB02DYYOZ" "   1" "JN905098" "Fungi" "-59.8672124178452" "Ascomycota" "-12.4292161968444" "Eurotiomycetes" "-12.4292161968444" "Chaetothyriales" "-12.4292161968444" "unidentified" "-59.8672124178452" "unidentified" "-59.8672124178452" "Chaetothyriales" "-12.4292161968444"
"ITA87PB02DDK8S" "A622" "ITA87PB02DDK8S" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02D3BIS" "A622" "ITA87PB02D3BIS" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02D6ZYS" "A622" "ITA87PB02D6ZYS" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DGB45" "A622" "ITA87PB02DGB45" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02EG5D2" "A622" "ITA87PB02EG5D2" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DFKA3" "A622" "ITA87PB02DFKA3" "1" " Camarosporula persooniae" "722" "0" "0" "0" "1" "ITA87PB02DFKA3" "   1" "JN905674" "Fungi" "-155.882639143035" "Ascomycota" "-155.882639143035" "Dothideomycetes" "-155.882639143035" "Capnodiales" "-155.882639143035" "Mycosphaerellaceae" "-108.444642922034" "Phaeothecoidea" "-108.444642922034" "Capnodiales" "-155.882639143035"
"ITA87PB02EQ9XI" "A622" "ITA87PB02EQ9XI" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DJG81" "A622" "ITA87PB02DJG81" "1" " Mycosphaerella sp. L357" "705" "0" "0" "0" "0" "ITA87PB02DQCW4" "   4" "JN232414" "Fungi" "-44.4422639474468" "Ascomycota" "-44.4422639474468" "Dothideomycetes" "-44.4422639474468" "Capnodiales" "-44.4422639474468" "Teratosphaeriaceae" "-44.4422639474468" "Teratosphaeria" "-44.4422639474468" "Teratosphaeria" "-44.4422639474468"
"ITA87PB02EXXYM" "A622" "ITA87PB02EXXYM" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02EFSR9" "A622" "ITA87PB02EFSR9" "1" " Catenulostroma hermanusense" "28" "0" "0" "0" "0" "ITA87PB02C48DP" " 855" "AY843175" "Fungi" "-164.687514406903" "Ascomycota" "-164.687514406903" "Dothideomycetes" "-164.687514406903" "Capnodiales" "-164.687514406903" "Teratosphaeriaceae" "-139.071396311517" "Catenulostroma" "-139.071396311517" "Capnodiales" "-164.687514406903"
"ITA87PB02ECNYH" "A622" "ITA87PB02ECNYH" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02EQ6RE" "A622" "ITA87PB02EQ6RE" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DDWOB" "A622" "ITA87PB02DDWOB" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02EF72R" "A622" "ITA87PB02EF72R" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DB727" "A622" "ITA87PB02DB727" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DP91Y" "A622" "ITA87PB02DP91Y" "1" " Pertusaria hemisphaerica" "725" "0" "0" "0" "1" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02DTKSN" "A622" "ITA87PB02DTKSN" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DFU9P" "A622" "ITA87PB02DFU9P" "1" " Mycosphaerella sp. L357" "726" "0" "0" "0" "0" "ITA87PB02DFU9P" "   7" "KF878318" "Fungi" "-54.5688950512972" "Ascomycota" "-54.5688950512972" "Dothideomycetes" "-54.5688950512972" "Capnodiales" "-54.5688950512972" "Teratosphaeriaceae" "-54.5688950512972" "Teratosphaeria" "-54.5688950512972" "Pseudoteratosphaeria" "-54.5688950512972"
"ITA87PB02D279T" "A622" "ITA87PB02D279T" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DJNF7" "A622" "ITA87PB02DJNF7" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02C1C2Z" "A622" "ITA87PB02C1C2Z" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DXZ95" "A622" "ITA87PB02DXZ95" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02ESEB7" "A622" "ITA87PB02ESEB7" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02EQ869" "A622" "ITA87PB02EQ869" "1" " Mycosphaerella sp. L357" "728" "0" "0" "0" "1" "ITA87PB02EQ869" "   1" "JN232414" "Fungi" "-53.470282762629" "Ascomycota" "-53.470282762629" "Dothideomycetes" "-53.470282762629" "Capnodiales" "-53.470282762629" "Teratosphaeriaceae" "-53.470282762629" "Teratosphaeria" "-53.470282762629" "Teratosphaeria" "-53.470282762629"
"ITA87PB02DVSA6" "A622" "ITA87PB02DVSA6" "1" " Mycosphaerella sp. L357" "729" "0" "0" "0" "1" "ITA87PB02DVSA6" "   1" "JN905098" "Fungi" "-50.7622325615268" "Ascomycota" "-16.2234561666161" "Eurotiomycetes" "-16.2234561666161" "Chaetothyriales" "-16.2234561666161" "unidentified" "-50.7622325615268" "unidentified" "-50.7622325615268" "Chaetothyriales" "-16.2234561666161"
"ITA87PB02CZP68" "A622" "ITA87PB02CZP68" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02D9T37" "A622" "ITA87PB02D9T37" "1" " Mycosphaerella sp. Sh27" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DBQSG" "A622" "ITA87PB02DBQSG" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02C1GW0" "A622" "ITA87PB02C1GW0" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02CYOZD" "A622" "ITA87PB02CYOZD" "1" " Mycosphaerella sp. L357" "730" "0" "0" "0" "1" "ITA87PB02CYOZD" "   1" "KC966025" "Fungi" "-77.5947459812376" "Ascomycota" "-73.7880834914673" "Dothideomycetes" "-73.7880834914673" "Capnodiales" "-69.0775527898214" "Teratosphaeriaceae" "-69.0775527898214" "Teratosphaeria" "-69.0775527898214" "Oleoguttula" "-73.7880834914673"
